Fall,College,Major Name,Total,Male,Female
2012.0,KV ,Interdisciplinary ,4.0,0.0,4.0
2012.0,KV ,International Studies ,6.0,3.0,3.0
2012.0,KV ,Italian ,3.0,2.0,1.0
2012.0,KV ,Latin American Studies ,6.0,3.0,3.0
2012.0,KV ,Latina/Latino Studies ,6.0,2.0,4.0
2012.0,KV ,Linguistics ,51.0,16.0,35.0
2012.0,KV ,Math & Computer Science ,86.0,71.0,15.0
2012.0,KV ,Mathematics ,120.0,54.0,66.0
2012.0,KV ,Microbiology ,1.0,1.0,0.0
2012.0,KV ,Molecular and Cellular Biology ,1113.0,569.0,544.0
2012.0,KV ,Philosophy ,86.0,58.0,27.0
2012.0,KV ,Physics ,288.0,256.0,32.0
2012.0,KV ,Political Science ,689.0,445.0,243.0
2012.0,KV ,Portuguese ,1.0,1.0,0.0
2012.0,KV ,Psychology ,1254.0,367.0,887.0
2012.0,KV ,Religion ,14.0,8.0,6.0
2012.0,KV ,Religious Studies ,2.0,1.0,1.0
2012.0,KV ,Rhetoric ,93.0,35.0,58.0
2012.0,KV ,Russian & E European Studies ,1.0,0.0,1.0
2012.0,KV ,Russian Lang & Literature ,5.0,2.0,3.0
2012.0,KV ,"Russian, E Eur, Eurasian St ",3.0,2.0,1.0
2012.0,KV ,Sociology ,241.0,88.0,153.0
2012.0,KV ,Spanish ,147.0,34.0,113.0
2012.0,KV ,Speech Communication ,1.0,1.0,0.0
2012.0,KV ,Statistics ,154.0,107.0,47.0
2012.0,KV ,Statistics & Computer Science ,20.0,14.0,6.0
2012.0,KV ,Teaching of French ,8.0,0.0,8.0
2012.0,KV ,Teaching of German ,1.0,0.0,1.0
2012.0,KV ,Teaching of Spanish ,18.0,3.0,15.0
2012.0,KY ,Athletic Training ,1.0,0.0,1.0
2012.0,KY ,Community Health ,637.0,176.0,461.0
2012.0,KY ,Health ,153.0,41.0,112.0
2012.0,KY ,Kinesiology ,568.0,235.0,333.0
2012.0,KY ,"Recreation, Sport, and Tourism ",316.0,198.0,118.0
2012.0,KY ,Speech & Hearing Science ,328.0,8.0,320.0
2012.0,LE ,Aviation Human Factors ,39.0,36.0,3.0
2012.0,LL ,Social Work ,113.0,10.0,103.0
2013.0,KL ,Agr & Consumer Economics ,688.0,460.0,228.0
2013.0,KL ,Agr & Environmental Cmc & Educ ,11.0,2.0,9.0
2013.0,KL ,Agric Leadership & Sci Educ ,58.0,24.0,34.0
2013.0,KL ,Agricultural & Biological Engr ,89.0,59.0,30.0
2013.0,KL ,Animal Sciences ,539.0,92.0,447.0
2013.0,KL ,Crop Sciences ,139.0,99.0,40.0
2013.0,KL ,Food Science & Human Nutrition ,425.0,95.0,330.0
2013.0,KL ,Horticulture ,25.0,10.0,15.0
2013.0,KL ,Human Development & Family St ,227.0,22.0,205.0
2013.0,KL ,Natural Resrcs & Environ Sci ,239.0,128.0,111.0
2013.0,KL ,Technical Systems Management ,210.0,189.0,21.0
2013.0,KM ,Accountancy ,989.0,517.0,472.0
2013.0,KM ,Business Process Management ,35.0,19.0,16.0
2013.0,KM ,Finance ,460.0,310.0,150.0
2013.0,KM ,Information Sys & Info Tech ,48.0,37.0,11.0
2013.0,KM ,Management ,109.0,47.0,62.0
2013.0,KM ,Marketing ,207.0,70.0,137.0
2013.0,KM ,Supply Chain Management ,70.0,38.0,32.0
2013.0,KN ,Early Childhood Education ,22.0,1.0,21.0
2013.0,KN ,Elementary Education ,198.0,20.0,178.0
2013.0,KN ,Special Education ,82.0,6.0,76.0
2013.0,KP ,Aerospace Engineering ,410.0,369.0,41.0
2013.0,KP ,Agricultural & Biological Engr ,93.0,74.0,19.0
2013.0,KP ,Bioengineering ,208.0,115.0,93.0
2013.0,KP ,Civil Engineering ,775.0,583.0,192.0
2013.0,KP ,Computer Engineering ,791.0,721.0,70.0
2013.0,KP ,Computer Science ,1040.0,925.0,115.0
2013.0,KP ,Electrical Engineering ,1170.0,1034.0,135.0
2013.0,KP ,Engineering Mechanics ,97.0,86.0,11.0
2013.0,KP ,Engineering Physics ,197.0,179.0,18.0
2013.0,KP ,General Engineering ,320.0,248.0,72.0
2013.0,KP ,Industrial Engineering ,254.0,201.0,53.0
2013.0,KP ,Materials Science & Engr ,410.0,316.0,94.0
2013.0,KP ,Mechanical Engineering ,869.0,758.0,110.0
2013.0,KP ,Nuclear Engineering ,6.0,5.0,1.0
2013.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",165.0,140.0,25.0
2013.0,KR ,Architectural Studies ,443.0,246.0,197.0
2013.0,KR ,Art Education ,44.0,8.0,36.0
2013.0,KR ,Crafts ,18.0,1.0,17.0
2013.0,KR ,Dance ,54.0,9.0,45.0
2013.0,KR ,Graphic Design ,77.0,25.0,52.0
2013.0,KR ,History of Art ,10.0,1.0,9.0
2013.0,KR ,Industrial Design ,108.0,52.0,56.0
2013.0,KR ,Instrumental Music ,77.0,39.0,38.0
2013.0,KR ,Jazz Performance ,22.0,19.0,3.0
2013.0,KR ,Landscape Architecture ,56.0,26.0,30.0
2013.0,KR ,Music ,34.0,21.0,13.0
2013.0,KR ,Music Composition ,9.0,8.0,1.0
2013.0,KR ,Music Education ,165.0,69.0,96.0
2013.0,KR ,Music History ,2.0,0.0,2.0
2013.0,KR ,New Media ,20.0,11.0,9.0
2013.0,KR ,Open Studies ,5.0,0.0,5.0
2013.0,KR ,Painting ,25.0,9.0,16.0
2013.0,KR ,Photography ,28.0,9.0,19.0
2013.0,KR ,Sculpture ,5.0,2.0,3.0
2013.0,KR ,Theatre ,74.0,29.0,45.0
2013.0,KR ,Urban Planning ,86.0,40.0,46.0
2013.0,KR ,Voice ,26.0,5.0,21.0
2013.0,KT ,Advertising ,579.0,162.0,417.0
2013.0,KT ,Agricultural Communications ,25.0,5.0,20.0
2013.0,KT ,Broadcast Journalism ,179.0,61.0,118.0
2013.0,KT ,Media Studies ,1.0,1.0,0.0
2013.0,KT ,Media and Cinema Studies ,92.0,42.0,49.0
2013.0,KT ,News-Editorial ,161.0,50.0,111.0
2013.0,KV ,Actuarial Science ,329.0,186.0,143.0
2013.0,KV ,African American Studies ,9.0,4.0,5.0
2013.0,KV ,American Civilization ,1.0,0.0,1.0
2013.0,KV ,Anthropology ,140.0,41.0,99.0
2013.0,KV ,Astronomy ,40.0,28.0,12.0
2013.0,KV ,Atmospheric Sciences ,70.0,47.0,23.0
2013.0,KV ,Biochemistry ,162.0,105.0,57.0
2013.0,KV ,Biology ,9.0,5.0,4.0
2013.0,KV ,Chemical Engineering ,668.0,467.0,201.0
2013.0,KV ,Chemistry ,496.0,310.0,186.0
2013.0,KV ,Classics ,17.0,12.0,5.0
2013.0,KV ,Communication ,761.0,326.0,434.0
2013.0,KV ,Comparative Literature ,4.0,2.0,2.0
2013.0,KV ,Computer Sci & Chemistry ,1.0,0.0,1.0
2013.0,KV ,Creative Writing ,23.0,12.0,11.0
2013.0,KV ,E Asian Languages & Cultures ,58.0,23.0,35.0
2013.0,KV ,"Earth Systems, Env, & Society ",11.0,5.0,6.0
2013.0,KV ,"Earth, Soc, Env Sustainability ",129.0,66.0,63.0
2013.0,KV ,"Earth, Society, & Environment ",31.0,13.0,18.0
2013.0,KV ,Economics ,804.0,576.0,228.0
2013.0,KV ,English ,419.0,123.0,296.0
2013.0,KV ,French ,28.0,8.0,20.0
2013.0,KV ,Gender and Women's Studies ,19.0,2.0,17.0
2013.0,KV ,Geography ,5.0,5.0,0.0
2013.0,KV ,Geography & Geographic Info Sc ,18.0,18.0,0.0
2013.0,KV ,Geology ,67.0,48.0,19.0
2013.0,KV ,Germanic Lang & Lit ,13.0,7.0,6.0
2013.0,KV ,Global Studies ,235.0,67.0,168.0
2013.0,KV ,History ,291.0,183.0,106.0
2013.0,KV ,History of Art ,28.0,0.0,28.0
2013.0,KV ,Individual Plans of Study ,6.0,1.0,5.0
2013.0,KV ,Integrative Biology ,428.0,177.0,251.0
2013.0,KV ,Interdisciplinary ,3.0,0.0,3.0
2013.0,KV ,International Studies ,1.0,1.0,0.0
2013.0,KV ,Italian ,5.0,3.0,2.0
2013.0,KV ,Latin American Studies ,5.0,1.0,4.0
2013.0,KV ,Latina/Latino Studies ,5.0,3.0,2.0
2013.0,KV ,Linguistics ,58.0,19.0,39.0
2013.0,KV ,Math & Computer Science ,161.0,132.0,29.0
2013.0,KV ,Mathematics ,143.0,84.0,59.0
2013.0,KV ,Molecular and Cellular Biology ,1175.0,602.0,573.0
2013.0,KV ,Philosophy ,68.0,46.0,22.0
2013.0,KV ,Physics ,329.0,292.0,37.0
2013.0,KV ,Political Science ,655.0,422.0,233.0
2013.0,KV ,Portuguese ,1.0,1.0,0.0
2013.0,KV ,Psychology ,1245.0,383.0,861.0
2013.0,KV ,Religion ,12.0,9.0,3.0
2013.0,KV ,Religious Studies ,1.0,0.0,1.0
2013.0,KV ,Rhetoric ,60.0,19.0,41.0
2013.0,KV ,Russian & E European Studies ,1.0,0.0,1.0
2013.0,KV ,Russian Lang & Literature ,6.0,4.0,2.0
2013.0,KV ,"Russian, E Eur, Eurasian St ",4.0,2.0,2.0
2013.0,KV ,Sociology ,233.0,94.0,139.0
2013.0,KV ,Spanish ,147.0,35.0,112.0
2013.0,KV ,Statistics ,144.0,104.0,40.0
2013.0,KV ,Statistics & Computer Science ,34.0,26.0,8.0
2013.0,KV ,Teaching of French ,5.0,0.0,5.0
2013.0,KV ,Teaching of German ,1.0,0.0,1.0
2013.0,KV ,Teaching of Spanish ,7.0,1.0,6.0
2013.0,KY ,Community Health ,633.0,181.0,452.0
2013.0,KY ,Health ,205.0,49.0,156.0
2013.0,KY ,Kinesiology ,545.0,228.0,317.0
2013.0,KY ,"Recreation, Sport, and Tourism ",297.0,190.0,107.0
2013.0,KY ,Speech & Hearing Science ,299.0,9.0,290.0
2013.0,LE ,Aviation Human Factors ,28.0,22.0,6.0
2013.0,LL ,Social Work ,143.0,17.0,126.0
2014.0,KL ,Agr & Consumer Economics ,684.0,457.0,227.0
2014.0,KL ,Agr & Environmental Cmc & Educ ,3.0,0.0,3.0
2014.0,KL ,Agr Engineering & Agr Science ,1.0,1.0,0.0
2014.0,KL ,Agric Leadership & Sci Educ ,55.0,22.0,33.0
2014.0,KL ,Agricultural & Biological Engr ,100.0,68.0,32.0
2014.0,KL ,Animal Sciences ,534.0,89.0,445.0
2014.0,KL ,Crop Sciences ,151.0,97.0,54.0
2014.0,KL ,Food Science & Human Nutrition ,412.0,98.0,314.0
2014.0,KL ,Horticulture ,31.0,8.0,23.0
2014.0,KL ,Human Development & Family St ,187.0,14.0,173.0
2014.0,KL ,Natural Resrcs & Environ Sci ,232.0,115.0,117.0
2014.0,KL ,Technical Systems Management ,207.0,193.0,14.0
2014.0,KM ,Accountancy ,1023.0,533.0,490.0
2014.0,KM ,Business Process Management ,29.0,14.0,15.0
2014.0,KM ,Finance ,485.0,327.0,158.0
2014.0,KM ,Information Sys & Info Tech ,51.0,37.0,14.0
2014.0,KM ,Management ,103.0,45.0,58.0
2014.0,KM ,Marketing ,221.0,73.0,148.0
2014.0,KM ,Supply Chain Management ,90.0,50.0,40.0
2014.0,KN ,Early Childhood Education ,21.0,0.0,21.0
2014.0,KN ,Elementary Education ,208.0,15.0,193.0
2014.0,KN ,Special Education ,89.0,11.0,78.0
2014.0,KP ,Aerospace Engineering ,478.0,434.0,44.0
2014.0,KP ,Agricultural & Biological Engr ,83.0,66.0,17.0
2014.0,KP ,Bioengineering ,246.0,134.0,112.0
2014.0,KP ,Civil Engineering ,712.0,536.0,176.0
2014.0,KP ,Computer Engineering ,905.0,813.0,92.0
2014.0,KP ,Computer Science ,1115.0,936.0,179.0
2014.0,KP ,Electrical Engineering ,1109.0,973.0,135.0
2014.0,KP ,Engineering Mechanics ,93.0,85.0,8.0
2014.0,KP ,Engineering Physics ,231.0,210.0,21.0
2014.0,KP ,General Engineering ,271.0,211.0,60.0
2014.0,KP ,Industrial Engineering ,292.0,230.0,62.0
2014.0,KP ,Materials Science & Engr ,409.0,296.0,113.0
2014.0,KP ,Mechanical Engineering ,886.0,754.0,132.0
2014.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",148.0,122.0,26.0
2014.0,KR ,Architectural Studies ,431.0,237.0,194.0
2014.0,KR ,Art Education ,30.0,4.0,26.0
2014.0,KR ,Crafts ,16.0,0.0,16.0
2014.0,KR ,Dance ,57.0,13.0,44.0
2014.0,KR ,Graphic Design ,81.0,19.0,62.0
2014.0,KR ,History of Art ,4.0,0.0,4.0
2014.0,KR ,Industrial Design ,113.0,54.0,59.0
2014.0,KR ,Instrumental Music ,71.0,33.0,38.0
2014.0,KR ,Jazz Performance ,27.0,24.0,3.0
2014.0,KR ,Landscape Architecture ,69.0,32.0,37.0
2014.0,KR ,Music ,27.0,16.0,11.0
2014.0,KR ,Music Composition ,8.0,7.0,1.0
2014.0,KR ,Music Education ,161.0,67.0,94.0
2014.0,KR ,Music History ,3.0,0.0,3.0
2014.0,KR ,New Media ,17.0,11.0,6.0
2014.0,KR ,Open Studies ,3.0,0.0,3.0
2014.0,KR ,Painting ,21.0,4.0,17.0
2014.0,KR ,Photography ,16.0,3.0,13.0
2014.0,KR ,Sculpture ,3.0,2.0,1.0
2014.0,KR ,Theatre ,57.0,24.0,33.0
2014.0,KR ,Urban Planning ,82.0,40.0,42.0
2014.0,KR ,Voice ,24.0,6.0,18.0
2014.0,KT ,Advertising ,579.0,178.0,401.0
2014.0,KT ,Agricultural Communications ,39.0,8.0,31.0
2014.0,KT ,Broadcast Journalism ,144.0,51.0,93.0
2014.0,KT ,Journalism ,80.0,24.0,56.0
2014.0,KT ,Media and Cinema Studies ,98.0,44.0,54.0
2014.0,KT ,News-Editorial ,120.0,34.0,86.0
2014.0,KV ,Actuarial Science ,385.0,218.0,167.0
2014.0,KV ,African American Studies ,9.0,4.0,5.0
2014.0,KV ,Anthropology ,117.0,29.0,88.0
2014.0,KV ,Astronomy ,55.0,39.0,16.0
2014.0,KV ,Atmospheric Sciences ,75.0,47.0,28.0
2014.0,KV ,Biochemistry ,140.0,83.0,57.0
2014.0,KV ,Biology ,6.0,3.0,3.0
2014.0,KV ,Chemical Engineering ,706.0,507.0,199.0
2014.0,KV ,Chemistry ,540.0,331.0,209.0
2014.0,KV ,Classics ,15.0,11.0,4.0
2014.0,KV ,Communication ,771.0,341.0,429.0
2014.0,KV ,Comparative Literature ,4.0,2.0,2.0
2014.0,KV ,Computer Sci & Anthropology ,9.0,6.0,3.0
2014.0,KV ,Computer Sci & Astronomy ,8.0,6.0,2.0
2014.0,KV ,Computer Sci & Chemistry ,15.0,10.0,5.0
2014.0,KV ,Computer Sci & Linguistics ,8.0,5.0,3.0
2014.0,KV ,Creative Writing ,50.0,17.0,33.0
2014.0,KV ,E Asian Languages & Cultures ,58.0,23.0,35.0
2014.0,KV ,"Earth Systems, Env, & Society ",1.0,1.0,0.0
2014.0,KV ,"Earth, Soc, Env Sustainability ",141.0,64.0,77.0
2014.0,KV ,"Earth, Society, & Environment ",8.0,2.0,6.0
2014.0,KV ,Economics ,868.0,613.0,255.0
2014.0,KV ,English ,385.0,109.0,276.0
2014.0,KV ,French ,19.0,6.0,13.0
2014.0,KV ,Gender and Women's Studies ,11.0,3.0,8.0
2014.0,KV ,Geography ,4.0,3.0,1.0
2014.0,KV ,Geography & Geographic Info Sc ,29.0,25.0,4.0
2014.0,KV ,Geology ,77.0,56.0,21.0
2014.0,KV ,Germanic Lang & Lit ,10.0,5.0,5.0
2014.0,KV ,Global Studies ,218.0,58.0,160.0
2014.0,KV ,History ,237.0,147.0,90.0
2014.0,KV ,History of Art ,21.0,1.0,20.0
2014.0,KV ,Individual Plans of Study ,7.0,2.0,5.0
2014.0,KV ,Integrative Biology ,408.0,169.0,239.0
2014.0,KV ,Interdisciplinary ,4.0,1.0,3.0
2014.0,KV ,Italian ,2.0,2.0,0.0
2014.0,KV ,Latin American Studies ,3.0,2.0,1.0
2014.0,KV ,Latina/Latino Studies ,5.0,1.0,4.0
2014.0,KV ,Linguistics ,66.0,23.0,43.0
2014.0,KV ,Math & Computer Science ,210.0,174.0,36.0
2014.0,KV ,Mathematics ,138.0,93.0,45.0
2014.0,KV ,Molecular and Cellular Biology ,1095.0,552.0,543.0
2014.0,KV ,Philosophy ,60.0,44.0,16.0
2014.0,KV ,Physics ,402.0,353.0,48.0
2014.0,KV ,Political Science ,640.0,390.0,250.0
2014.0,KV ,Portuguese ,3.0,1.0,2.0
2014.0,KV ,Psychology ,1261.0,372.0,889.0
2014.0,KV ,Religion ,6.0,3.0,3.0
2014.0,KV ,Rhetoric ,34.0,13.0,21.0
2014.0,KV ,Russian Lang & Literature ,5.0,3.0,2.0
2014.0,KV ,"Russian, E Eur, Eurasian St ",11.0,5.0,6.0
2014.0,KV ,Sociology ,200.0,82.0,118.0
2014.0,KV ,Spanish ,88.0,19.0,69.0
2014.0,KV ,Speech Communication ,1.0,0.0,1.0
2014.0,KV ,Statistics ,142.0,93.0,49.0
2014.0,KV ,Statistics & Computer Science ,55.0,46.0,9.0
2014.0,KV ,Teaching of French ,3.0,0.0,3.0
2014.0,KV ,Teaching of Latin ,1.0,1.0,0.0
2014.0,KV ,Teaching of Spanish ,16.0,2.0,14.0
2014.0,KY ,Community Health ,610.0,158.0,452.0
2014.0,KY ,Health ,27.0,9.0,18.0
2014.0,KY ,Interdisciplinary Health Sci ,202.0,45.0,157.0
2014.0,KY ,Kinesiology ,561.0,231.0,330.0
2014.0,KY ,"Recreation, Sport, and Tourism ",300.0,200.0,100.0
2014.0,KY ,Speech & Hearing Science ,274.0,6.0,268.0
2014.0,LE ,Aviation Human Factors ,3.0,3.0,0.0
2014.0,LL ,Social Work ,173.0,23.0,150.0
2015.0,KL ,Agr & Consumer Economics ,669.0,445.0,224.0
2015.0,KL ,Agr Engineering & Agr Science ,1.0,1.0,0.0
2015.0,KL ,Agric Leadership & Sci Educ ,55.0,21.0,34.0
2015.0,KL ,Agricultural & Biological Engr ,98.0,64.0,34.0
2015.0,KL ,Agriculture ,1.0,1.0,0.0
2015.0,KL ,Animal Sciences ,523.0,83.0,440.0
2015.0,KL ,Crop Sciences ,158.0,99.0,59.0
2015.0,KL ,Food Science & Human Nutrition ,392.0,83.0,309.0
2015.0,KL ,Horticulture ,24.0,6.0,18.0
2015.0,KL ,Human Development & Family St ,198.0,24.0,174.0
2015.0,KL ,Natural Resrcs & Environ Sci ,235.0,124.0,111.0
2015.0,KL ,Technical Systems Management ,193.0,173.0,20.0
2015.0,KM ,Accountancy ,945.0,495.0,450.0
2015.0,KM ,Business Process Management ,36.0,20.0,16.0
2015.0,KM ,Finance ,550.0,382.0,168.0
2015.0,KM ,Information Sys & Info Tech ,47.0,28.0,19.0
2015.0,KM ,Management ,100.0,38.0,62.0
2015.0,KM ,Marketing ,221.0,91.0,130.0
2015.0,KM ,Supply Chain Management ,92.0,38.0,54.0
2015.0,KN ,Early Childhood Education ,60.0,2.0,58.0
2015.0,KN ,Elementary Education ,366.0,24.0,342.0
2015.0,KN ,Learning and Education Studies ,27.0,5.0,22.0
2015.0,KN ,Special Education ,125.0,10.0,115.0
2015.0,KP ,Aerospace Engineering ,513.0,462.0,51.0
2015.0,KP ,Agricultural & Biological Engr ,63.0,47.0,16.0
2015.0,KP ,Bioengineering ,249.0,130.0,119.0
2015.0,KP ,Civil Engineering ,730.0,536.0,194.0
2015.0,KP ,Computer Engineering ,1062.0,952.0,109.0
2015.0,KP ,Computer Science ,1113.0,893.0,220.0
2015.0,KP ,Electrical Engineering ,1146.0,1002.0,144.0
2015.0,KP ,Engineering Mechanics ,112.0,101.0,11.0
2015.0,KP ,Engineering Physics ,248.0,218.0,30.0
2015.0,KP ,General Engineering ,230.0,172.0,58.0
2015.0,KP ,Industrial Engineering ,277.0,201.0,76.0
2015.0,KP ,Materials Science & Engr ,395.0,279.0,116.0
2015.0,KP ,Mechanical Engineering ,893.0,754.0,139.0
2015.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",155.0,132.0,23.0
2015.0,KR ,Architectural Studies ,398.0,218.0,180.0
2015.0,KR ,Art Education ,25.0,4.0,21.0
2015.0,KR ,Crafts ,16.0,1.0,14.0
2015.0,KR ,Dance ,58.0,10.0,48.0
2015.0,KR ,Graphic Design ,94.0,19.0,75.0
2015.0,KR ,History of Art ,5.0,0.0,5.0
2015.0,KR ,Industrial Design ,132.0,53.0,79.0
2015.0,KR ,Instrumental Music ,76.0,33.0,43.0
2015.0,KR ,Jazz Performance ,31.0,30.0,1.0
2015.0,KR ,Landscape Architecture ,63.0,27.0,36.0
2015.0,KR ,Music ,33.0,23.0,10.0
2015.0,KR ,Music Composition ,8.0,7.0,1.0
2015.0,KR ,Music Education ,168.0,67.0,101.0
2015.0,KR ,Musicology ,3.0,1.0,2.0
2015.0,KR ,New Media ,17.0,10.0,7.0
2015.0,KR ,Open Studies ,3.0,0.0,3.0
2015.0,KR ,Painting ,20.0,4.0,16.0
2015.0,KR ,Photography ,9.0,1.0,8.0
2015.0,KR ,Sculpture ,1.0,0.0,1.0
2015.0,KR ,Theatre ,55.0,27.0,28.0
2015.0,KR ,Urban Planning ,89.0,41.0,48.0
2015.0,KR ,Voice ,28.0,6.0,22.0
2015.0,KT ,Advertising ,562.0,182.0,380.0
2015.0,KT ,Agricultural Communications ,41.0,8.0,33.0
2015.0,KT ,Broadcast Journalism ,100.0,35.0,65.0
2015.0,KT ,Communications ,1.0,1.0,0.0
2015.0,KT ,Journalism ,131.0,49.0,82.0
2015.0,KT ,Media and Cinema Studies ,87.0,34.0,53.0
2015.0,KT ,News-Editorial ,77.0,24.0,53.0
2015.0,KV ,Actuarial Science ,389.0,224.0,164.0
2015.0,KV ,African American Studies ,11.0,3.0,8.0
2015.0,KV ,Anthropology ,85.0,27.0,58.0
2015.0,KV ,Astronomy ,55.0,35.0,20.0
2015.0,KV ,Atmospheric Sciences ,65.0,36.0,29.0
2015.0,KV ,Biochemistry ,166.0,86.0,80.0
2015.0,KV ,Biology ,6.0,3.0,3.0
2015.0,KV ,Chemical Engineering ,681.0,498.0,183.0
2015.0,KV ,Chemistry ,574.0,337.0,237.0
2015.0,KV ,Classics ,12.0,6.0,6.0
2015.0,KV ,Communication ,732.0,296.0,436.0
2015.0,KV ,Comparative Literature ,5.0,2.0,3.0
2015.0,KV ,Computer Sci & Anthropology ,11.0,8.0,3.0
2015.0,KV ,Computer Sci & Astronomy ,18.0,14.0,4.0
2015.0,KV ,Computer Sci & Chemistry ,27.0,18.0,9.0
2015.0,KV ,Computer Sci & Linguistics ,27.0,19.0,8.0
2015.0,KV ,Creative Writing ,74.0,24.0,50.0
2015.0,KV ,E Asian Languages & Cultures ,45.0,15.0,30.0
2015.0,KV ,"Earth, Soc, Env Sustainability ",152.0,70.0,82.0
2015.0,KV ,Economics ,894.0,654.0,240.0
2015.0,KV ,English ,343.0,99.0,244.0
2015.0,KV ,French ,17.0,7.0,10.0
2015.0,KV ,Gender and Women's Studies ,13.0,2.0,11.0
2015.0,KV ,Geography & Geographic Info Sc ,37.0,27.0,10.0
2015.0,KV ,Geology ,76.0,59.0,17.0
2015.0,KV ,Germanic Lang & Lit ,10.0,5.0,5.0
2015.0,KV ,Global Studies ,202.0,51.0,151.0
2015.0,KV ,History ,205.0,121.0,84.0
2015.0,KV ,History of Art ,18.0,1.0,17.0
2015.0,KV ,Individual Plans of Study ,7.0,3.0,4.0
2015.0,KV ,Integrative Biology ,402.0,153.0,249.0
2015.0,KV ,Interdisciplinary ,4.0,2.0,2.0
2015.0,KV ,Italian ,2.0,2.0,0.0
2015.0,KV ,Latin American Studies ,1.0,1.0,0.0
2015.0,KV ,Latina/Latino Studies ,4.0,2.0,2.0
2015.0,KV ,Linguistics ,71.0,25.0,46.0
2015.0,KV ,Math & Computer Science ,263.0,216.0,47.0
2015.0,KV ,Mathematics ,153.0,90.0,63.0
2015.0,KV ,Molecular and Cellular Biology ,1041.0,517.0,524.0
2015.0,KV ,Philosophy ,61.0,42.0,19.0
2015.0,KV ,Physics ,386.0,332.0,54.0
2015.0,KV ,Political Science ,583.0,343.0,240.0
2015.0,KV ,Portuguese ,1.0,0.0,1.0
2015.0,KV ,Psychology ,1333.0,383.0,950.0
2015.0,KV ,Religion ,7.0,4.0,3.0
2015.0,KV ,Rhetoric ,8.0,3.0,5.0
2015.0,KV ,Russian Lang & Literature ,2.0,1.0,1.0
2015.0,KV ,"Russian, E Eur, Eurasian St ",4.0,1.0,3.0
2015.0,KV ,Slavic Studies ,1.0,1.0,0.0
2015.0,KV ,Sociology ,191.0,88.0,103.0
2015.0,KV ,Spanish ,76.0,17.0,59.0
2015.0,KV ,Speech Communication ,1.0,1.0,0.0
2015.0,KV ,Statistics ,190.0,118.0,72.0
2015.0,KV ,Statistics & Computer Science ,107.0,86.0,21.0
2015.0,KV ,Teaching of French ,2.0,0.0,2.0
2015.0,KV ,Teaching of German ,1.0,0.0,1.0
2015.0,KV ,Teaching of Spanish ,10.0,0.0,10.0
2015.0,KY ,Community Health ,581.0,141.0,440.0
2015.0,KY ,Health ,4.0,1.0,3.0
2015.0,KY ,Interdisciplinary Health Sci ,200.0,40.0,160.0
2015.0,KY ,Kinesiology ,547.0,227.0,320.0
2015.0,KY ,"Recreation, Sport, and Tourism ",265.0,189.0,76.0
2015.0,KY ,Speech & Hearing Science ,286.0,13.0,273.0
2015.0,LL ,Social Work ,218.0,22.0,196.0
